locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFFIBJOL_04100	CDS	1791	tagU_5	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HFFIBJOL_04101	CDS	1287	tagU_6	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HFFIBJOL_04102	CDS	753				hypothetical protein
HFFIBJOL_04103	CDS	1410				hypothetical protein
HFFIBJOL_04104	CDS	1083	cugP_3	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
HFFIBJOL_04105	CDS	915				hypothetical protein
HFFIBJOL_04106	CDS	1356	fbiB_1		COG0778	Bifunctional F420 biosynthesis protein FbiB
HFFIBJOL_04107	CDS	957	fbiA	2.7.8.28	COG0391	Phosphoenolpyruvate transferase
HFFIBJOL_04108	CDS	498				hypothetical protein
HFFIBJOL_04109	CDS	264	whiB_5			Transcriptional regulator WhiB
HFFIBJOL_04110	CDS	3861				hypothetical protein
HFFIBJOL_04111	CDS	1548				hypothetical protein
HFFIBJOL_04112	CDS	774				hypothetical protein
HFFIBJOL_04113	CDS	309				hypothetical protein
HFFIBJOL_04114	CDS	1617	lutP		COG1620	L-lactate permease
HFFIBJOL_04115	CDS	1359	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
HFFIBJOL_04116	CDS	183				hypothetical protein
HFFIBJOL_04117	CDS	1143				hypothetical protein
HFFIBJOL_04118	CDS	1230	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
HFFIBJOL_04119	CDS	960	mamB			Magnetosome protein MamB
HFFIBJOL_04120	CDS	2529				hypothetical protein
HFFIBJOL_04121	CDS	1458	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
HFFIBJOL_04122	CDS	615				hypothetical protein
HFFIBJOL_04123	CDS	1125				hypothetical protein
HFFIBJOL_04124	CDS	1008				hypothetical protein
HFFIBJOL_04125	rRNA	1524				16S ribosomal RNA
HFFIBJOL_04126	rRNA	3117				23S ribosomal RNA
HFFIBJOL_04127	rRNA	111				5S ribosomal RNA
HFFIBJOL_04128	CDS	1311				hypothetical protein
HFFIBJOL_04129	CDS	966				hypothetical protein
HFFIBJOL_04130	CDS	1227				putative membrane protein
HFFIBJOL_04131	CDS	681				hypothetical protein
HFFIBJOL_04132	CDS	1452				hypothetical protein
HFFIBJOL_04133	CDS	1173	drdI	5.3.1.-		5-deoxyribose 1-phosphate isomerase
HFFIBJOL_04134	CDS	678	mtrA		COG0745	DNA-binding response regulator MtrA
HFFIBJOL_04135	CDS	2340	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
HFFIBJOL_04136	CDS	1977	lpqB			Lipoprotein LpqB
HFFIBJOL_04137	CDS	324				hypothetical protein
HFFIBJOL_04138	CDS	693	hpf		COG1544	Ribosome hibernation promotion factor
HFFIBJOL_04139	CDS	756	degU_9		COG2197	Transcriptional regulatory protein DegU
HFFIBJOL_04140	CDS	1212				hypothetical protein
HFFIBJOL_04141	CDS	2829	secA			Protein translocase subunit SecA
HFFIBJOL_04142	CDS	522				hypothetical protein
HFFIBJOL_04143	CDS	507				hypothetical protein
HFFIBJOL_04144	CDS	693	gph_6	3.1.3.18		Phosphoglycolate phosphatase
HFFIBJOL_04145	CDS	567	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
HFFIBJOL_04146	CDS	4977	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
HFFIBJOL_04147	CDS	840	btuD_20	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFFIBJOL_04148	CDS	936				hypothetical protein
HFFIBJOL_04149	CDS	624				hypothetical protein
HFFIBJOL_04150	CDS	2232				hypothetical protein
HFFIBJOL_04151	CDS	579				hypothetical protein
HFFIBJOL_04152	CDS	972	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
HFFIBJOL_04153	CDS	2865				hypothetical protein
HFFIBJOL_04154	CDS	2967	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HFFIBJOL_04155	CDS	1155	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
HFFIBJOL_04156	CDS	1089				hypothetical protein
HFFIBJOL_04157	CDS	978	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
HFFIBJOL_04158	CDS	1647				hypothetical protein
HFFIBJOL_04159	CDS	2301				hypothetical protein
HFFIBJOL_04160	CDS	969				hypothetical protein
HFFIBJOL_04161	CDS	882	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
HFFIBJOL_04162	CDS	1353				hypothetical protein
HFFIBJOL_04163	CDS	1437				hypothetical protein
HFFIBJOL_04164	CDS	3411				hypothetical protein
HFFIBJOL_04165	CDS	1749	pknD_9	2.7.11.1		Serine/threonine-protein kinase PknD
HFFIBJOL_04166	CDS	1341	pknD_10	2.7.11.1		Serine/threonine-protein kinase PknD
HFFIBJOL_04167	CDS	1146	prfB		COG1186	Peptide chain release factor 2
HFFIBJOL_04168	CDS	912				hypothetical protein
HFFIBJOL_04169	CDS	189				hypothetical protein
HFFIBJOL_04170	CDS	690	ftsE		COG2884	Cell division ATP-binding protein FtsE
HFFIBJOL_04171	CDS	912	ftsX		COG2177	Cell division protein FtsX
HFFIBJOL_04172	CDS	1200				hypothetical protein
HFFIBJOL_04173	CDS	510	smpB		COG0691	SsrA-binding protein
HFFIBJOL_04174	tmRNA	368	ssrA			transfer-messenger RNA, SsrA
HFFIBJOL_04175	CDS	1296				hypothetical protein
HFFIBJOL_04176	CDS	978	benM_6			HTH-type transcriptional regulator BenM
HFFIBJOL_04177	CDS	525				hypothetical protein
HFFIBJOL_04178	CDS	411				hypothetical protein
HFFIBJOL_04179	CDS	258				hypothetical protein
HFFIBJOL_04180	CDS	1878				hypothetical protein
HFFIBJOL_04181	CDS	144				hypothetical protein
HFFIBJOL_04182	CDS	1401	narK		COG2223	Nitrate/nitrite transporter NarK
HFFIBJOL_04183	CDS	1233				hypothetical protein
HFFIBJOL_04184	CDS	777				hypothetical protein
HFFIBJOL_04185	CDS	636				hypothetical protein
HFFIBJOL_04186	CDS	90				hypothetical protein
HFFIBJOL_04187	CDS	540	sigL_1		COG1595	ECF RNA polymerase sigma factor SigL
HFFIBJOL_04188	CDS	741				hypothetical protein
HFFIBJOL_04189	CDS	2424				hypothetical protein
HFFIBJOL_04190	CDS	1434		1.1.1.38		NAD-dependent malic enzyme
HFFIBJOL_04191	CDS	282	hup		COG0776	DNA-binding protein HU
HFFIBJOL_04192	CDS	1347	murAA_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
HFFIBJOL_04193	CDS	591				hypothetical protein
HFFIBJOL_04194	CDS	897				hypothetical protein
HFFIBJOL_04195	CDS	120				hypothetical protein
HFFIBJOL_04196	CDS	225				hypothetical protein
HFFIBJOL_04197	CDS	1182	pbuE_3		COG2814	Purine efflux pump PbuE
HFFIBJOL_04198	CDS	294				hypothetical protein
HFFIBJOL_04199	CDS	426	sti_2			subtilase-type protease inhibitor
HFFIBJOL_04200	CDS	1299	dasA_2		COG1653	Diacetylchitobiose binding protein DasA
HFFIBJOL_04201	CDS	960	dasB_2		COG1175	Diacetylchitobiose uptake system permease protein DasB
HFFIBJOL_04202	CDS	891	dasC_4		COG0395	Diacetylchitobiose uptake system permease protein DasC
HFFIBJOL_04203	CDS	1674	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
HFFIBJOL_04204	CDS	864				hypothetical protein
HFFIBJOL_04205	CDS	2157				hypothetical protein
HFFIBJOL_04206	CDS	2319	pucD_1	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
HFFIBJOL_04207	CDS	699				55.5 kDa and 49.5 kDa sporulation proteins
HFFIBJOL_04208	CDS	213				hypothetical protein
HFFIBJOL_04209	tRNA	73				tRNA-Cys(gca)
HFFIBJOL_04210	CDS	603	cheB_5	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
HFFIBJOL_04211	CDS	1554				hypothetical protein
HFFIBJOL_04212	CDS	1797				hypothetical protein
HFFIBJOL_04213	CDS	642				hypothetical protein
HFFIBJOL_04214	CDS	780				hypothetical protein
HFFIBJOL_04215	CDS	999	osmX		COG1732	Osmoprotectant-binding protein OsmX
HFFIBJOL_04216	CDS	903				hypothetical protein
HFFIBJOL_04217	CDS	1254	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
HFFIBJOL_04218	CDS	648	opuBB_3		COG1174	Choline transport system permease protein OpuBB
HFFIBJOL_04219	CDS	468	asnC_2		COG1522	Regulatory protein AsnC
HFFIBJOL_04220	CDS	1146	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
HFFIBJOL_04221	CDS	1365		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
HFFIBJOL_04222	CDS	294				hypothetical protein
HFFIBJOL_04223	CDS	1452	lpd_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
HFFIBJOL_04224	CDS	411				hypothetical protein
HFFIBJOL_04225	CDS	477	ssgB_2			Sporulation-specific cell division protein SsgB
HFFIBJOL_04226	CDS	1512				hypothetical protein
HFFIBJOL_04227	CDS	795				hypothetical protein
HFFIBJOL_04228	CDS	321				hypothetical protein
HFFIBJOL_04229	CDS	2400	prtV	3.4.24.-		Pre-pro-metalloprotease PrtV
HFFIBJOL_04230	CDS	306				hypothetical protein
HFFIBJOL_04231	CDS	597	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
HFFIBJOL_04232	CDS	1329	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
HFFIBJOL_04233	CDS	360	clpS			ATP-dependent Clp protease adapter protein ClpS
HFFIBJOL_04234	CDS	609				hypothetical protein
HFFIBJOL_04235	CDS	1476	cycA		COG1113	D-serine/D-alanine/glycine transporter
HFFIBJOL_04236	CDS	423	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
HFFIBJOL_04237	CDS	993	btuF_1			Vitamin B12-binding protein
HFFIBJOL_04238	CDS	1047	hmuU		COG0609	Hemin transport system permease protein HmuU
HFFIBJOL_04239	CDS	834	fecE_2		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
HFFIBJOL_04240	CDS	843				hypothetical protein
HFFIBJOL_04241	CDS	306	cysO_2		COG1977	Sulfur carrier protein CysO
HFFIBJOL_04242	CDS	951	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
HFFIBJOL_04243	CDS	753			COG1234	putative protein
HFFIBJOL_04244	CDS	1269	nagE2_1		COG1263	PTS system N-acetylglucosamine-specific EIIC component
HFFIBJOL_04245	CDS	1311	nagE2_2		COG1263	PTS system N-acetylglucosamine-specific EIIC component
HFFIBJOL_04246	CDS	234	nagF	2.7.1.193	COG1264	PTS system N-acetylglucosamine-specific EIIB component
HFFIBJOL_04247	CDS	732	rph	2.7.7.56	COG0689	Ribonuclease PH
HFFIBJOL_04248	CDS	147				hypothetical protein
HFFIBJOL_04249	CDS	411				hypothetical protein
HFFIBJOL_04250	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HFFIBJOL_04251	tRNA	85				tRNA-Leu(tag)
HFFIBJOL_04252	CDS	672				hypothetical protein
HFFIBJOL_04253	CDS	672				hypothetical protein
HFFIBJOL_04254	CDS	1539	proP_2			Proline/betaine transporter
HFFIBJOL_04255	CDS	513				hypothetical protein
HFFIBJOL_04256	CDS	1398	cseC_5	2.7.13.3	COG0642	Sensor protein CseC
HFFIBJOL_04257	CDS	468	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
HFFIBJOL_04258	CDS	321				hypothetical protein
HFFIBJOL_04259	CDS	351	groS_2			10 kDa chaperonin
HFFIBJOL_04260	CDS	321	gdx_2			Guanidinium exporter
HFFIBJOL_04261	CDS	2454	ponA1_3		COG0744	Penicillin-binding protein 1A
HFFIBJOL_04262	CDS	798				hypothetical protein
HFFIBJOL_04263	CDS	852				hypothetical protein
HFFIBJOL_04264	CDS	1041	btuD_21	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFFIBJOL_04265	CDS	714				putative protein
HFFIBJOL_04266	CDS	1329				hypothetical protein
HFFIBJOL_04267	CDS	1383				hypothetical protein
HFFIBJOL_04268	CDS	792	srtE1_2	3.4.22.70	COG3764	Sortase SrtE1
HFFIBJOL_04269	CDS	237				hypothetical protein
HFFIBJOL_04270	CDS	1548	yodF		COG0591	putative symporter YodF
HFFIBJOL_04271	CDS	1062				hypothetical protein
HFFIBJOL_04272	CDS	1587				hypothetical protein
HFFIBJOL_04273	CDS	642				hypothetical protein
HFFIBJOL_04274	CDS	1056				hypothetical protein
HFFIBJOL_04275	CDS	306				hypothetical protein
HFFIBJOL_04276	CDS	750	yidC_2			Membrane protein insertase YidC
HFFIBJOL_04277	CDS	858		4.3.2.3		Ureidoglycolate lyase
HFFIBJOL_04278	CDS	1842				hypothetical protein
HFFIBJOL_04279	CDS	528				hypothetical protein
HFFIBJOL_04280	CDS	1098	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
HFFIBJOL_04281	CDS	1209	nanK_2	2.7.1.60		N-acetylmannosamine kinase
HFFIBJOL_04282	CDS	342				hypothetical protein
HFFIBJOL_04283	CDS	759	phnF_2		COG2188	HTH-type transcriptional repressor PhnF
HFFIBJOL_04284	CDS	1095	dadA_2	1.4.99.-		D-amino acid dehydrogenase
HFFIBJOL_04285	CDS	723	gph_7	3.1.3.18		Phosphoglycolate phosphatase
HFFIBJOL_04286	CDS	1125	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
HFFIBJOL_04287	CDS	972				hypothetical protein
HFFIBJOL_04288	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
HFFIBJOL_04289	CDS	1065	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
HFFIBJOL_04290	CDS	780	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
HFFIBJOL_04291	CDS	1506				hypothetical protein
HFFIBJOL_04292	CDS	705				hypothetical protein
HFFIBJOL_04293	CDS	720				hypothetical protein
HFFIBJOL_04294	CDS	1068	cenA	3.2.1.4	COG5297	Endoglucanase A
HFFIBJOL_04295	CDS	1974				hypothetical protein
HFFIBJOL_04296	CDS	1959				hypothetical protein
HFFIBJOL_04297	CDS	681	lutR_1		COG2186	HTH-type transcriptional regulator LutR
HFFIBJOL_04298	tRNA	75				tRNA-Lys(ctt)
HFFIBJOL_04299	CDS	1317				hypothetical protein
HFFIBJOL_04300	CDS	1653				hypothetical protein
HFFIBJOL_04301	CDS	927				hypothetical protein
HFFIBJOL_04302	CDS	1119				hypothetical protein
HFFIBJOL_04303	CDS	594		1.14.99.53		Lytic chitin monooxygenase
HFFIBJOL_04304	CDS	588	gbpA_1		COG3397	GlcNAc-binding protein A
HFFIBJOL_04305	tRNA	76				tRNA-Lys(ctt)
HFFIBJOL_04306	CDS	759				hypothetical protein
HFFIBJOL_04307	CDS	816	artM		COG1126	Arginine transport ATP-binding protein ArtM
HFFIBJOL_04308	CDS	654	tcyB		COG0765	L-cystine transport system permease protein TcyB
HFFIBJOL_04309	CDS	732	yecS		COG0765	L-cystine transport system permease protein YecS
HFFIBJOL_04310	CDS	735	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
HFFIBJOL_04311	CDS	501				hypothetical protein
HFFIBJOL_04312	CDS	1425	aam_4	3.5.1.13	COG0154	Acylamidase
HFFIBJOL_04313	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
HFFIBJOL_04314	CDS	930	maiA_1	5.2.1.1		Maleate isomerase
HFFIBJOL_04315	CDS	741	maiA_2	5.2.1.1		Maleate isomerase
HFFIBJOL_04316	CDS	1146	limB	1.14.13.107		Limonene 1,2-monooxygenase
HFFIBJOL_04317	CDS	1980				hypothetical protein
HFFIBJOL_04318	CDS	1251				hypothetical protein
HFFIBJOL_04319	tRNA	76				tRNA-Lys(ctt)
HFFIBJOL_04320	CDS	693				hypothetical protein
HFFIBJOL_04321	CDS	387				hypothetical protein
HFFIBJOL_04322	CDS	1389				hypothetical protein
HFFIBJOL_04323	CDS	1548				hypothetical protein
HFFIBJOL_04324	CDS	1299				hypothetical protein
HFFIBJOL_04325	CDS	1053				hypothetical protein
HFFIBJOL_04326	CDS	594	gpm2_1	3.1.3.2	COG0406	Acid phosphatase
HFFIBJOL_04327	CDS	1548				hypothetical protein
HFFIBJOL_04328	CDS	561				hypothetical protein
HFFIBJOL_04329	CDS	867	speE_3	2.5.1.16		Polyamine aminopropyltransferase
HFFIBJOL_04330	CDS	546				hypothetical protein
HFFIBJOL_04331	CDS	693	regX3_3		COG0745	Sensory transduction protein regX3
HFFIBJOL_04332	CDS	1452				hypothetical protein
HFFIBJOL_04333	CDS	1047				hypothetical protein
HFFIBJOL_04334	CDS	1455		3.2.1.21		Bifunctional beta-D-glucosidase/beta-D-fucosidase
HFFIBJOL_04335	CDS	843	lacG			Lactose transport system permease protein LacG
HFFIBJOL_04336	CDS	1056				hypothetical protein
HFFIBJOL_04337	CDS	1332				hypothetical protein
HFFIBJOL_04338	CDS	1059	cytR_2		COG1609	HTH-type transcriptional repressor CytR
HFFIBJOL_04339	CDS	1413	cbhA	3.2.1.91	COG5297	Exoglucanase A
HFFIBJOL_04340	CDS	1155				hypothetical protein
HFFIBJOL_04341	CDS	966	rhaS_3			HTH-type transcriptional activator RhaS
HFFIBJOL_04342	CDS	651				hypothetical protein
HFFIBJOL_04343	tRNA	76				tRNA-His(gtg)
HFFIBJOL_04344	CDS	609	orn	3.1.-.-	COG1949	Oligoribonuclease
HFFIBJOL_04345	CDS	1515	rhaS_4			HTH-type transcriptional activator RhaS
HFFIBJOL_04346	CDS	306				hypothetical protein
HFFIBJOL_04347	CDS	522				hypothetical protein
HFFIBJOL_04348	CDS	1830	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HFFIBJOL_04349	CDS	192				hypothetical protein
HFFIBJOL_04350	CDS	1644		3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
HFFIBJOL_04351	CDS	1155	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HFFIBJOL_04352	CDS	939	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
HFFIBJOL_04353	CDS	2001	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
HFFIBJOL_04354	CDS	1626		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
HFFIBJOL_04355	CDS	729				hypothetical protein
HFFIBJOL_04356	CDS	1209	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HFFIBJOL_04357	CDS	885	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
HFFIBJOL_04358	CDS	795		3.1.3.-		putative phosphatase
HFFIBJOL_04359	CDS	987	gbh_2	3.5.3.7		Guanidinobutyrase
HFFIBJOL_04360	CDS	2355				hypothetical protein
HFFIBJOL_04361	CDS	2910				hypothetical protein
HFFIBJOL_04362	CDS	471				hypothetical protein
HFFIBJOL_04363	CDS	2355				hypothetical protein
HFFIBJOL_04364	CDS	495				hypothetical protein
HFFIBJOL_04365	CDS	396				hypothetical protein
HFFIBJOL_04366	CDS	1125	hdfR_1			HTH-type transcriptional regulator HdfR
HFFIBJOL_04367	CDS	864				hypothetical protein
HFFIBJOL_04368	CDS	2208	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
HFFIBJOL_04369	CDS	954				hypothetical protein
HFFIBJOL_04370	CDS	1704	mez	1.1.1.38	COG0281	Putative malate oxidoreductase [NAD]
HFFIBJOL_04371	CDS	693	betI_7			HTH-type transcriptional regulator BetI
HFFIBJOL_04372	CDS	2415				hypothetical protein
HFFIBJOL_04373	CDS	816				hypothetical protein
HFFIBJOL_04374	CDS	2862				hypothetical protein
HFFIBJOL_04375	CDS	1641	mrdA_2	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
HFFIBJOL_04376	CDS	1233				hypothetical protein
HFFIBJOL_04377	CDS	3768		3.6.3.-		Multidrug efflux ATP-binding/permease protein
HFFIBJOL_04378	CDS	1422	ptp	3.4.11.-		Prolyl tri/tetrapeptidyl aminopeptidase
HFFIBJOL_04379	CDS	627				hypothetical protein
HFFIBJOL_04380	CDS	1821	nagZ_2	3.2.1.52	COG1472	Beta-hexosaminidase
HFFIBJOL_04381	CDS	774				hypothetical protein
HFFIBJOL_04382	CDS	960				hypothetical protein
HFFIBJOL_04383	CDS	1221	galS		COG1609	HTH-type transcriptional regulator GalS
HFFIBJOL_04384	CDS	1152	xdh	1.1.1.179		D-xylose dehydrogenase
HFFIBJOL_04385	CDS	1176				hypothetical protein
HFFIBJOL_04386	CDS	876				hypothetical protein
HFFIBJOL_04387	CDS	2268	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
HFFIBJOL_04388	CDS	96				hypothetical protein
HFFIBJOL_04389	CDS	1302	gltA2	2.3.3.16	COG0372	Citrate synthase 1
HFFIBJOL_04390	CDS	2298	ctpA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
HFFIBJOL_04391	CDS	297				hypothetical protein
HFFIBJOL_04392	CDS	1308	napA			Na(+)/H(+) antiporter
HFFIBJOL_04393	CDS	816				hypothetical protein
HFFIBJOL_04394	CDS	1116	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
HFFIBJOL_04395	CDS	951		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
HFFIBJOL_04396	CDS	204				hypothetical protein
HFFIBJOL_04397	CDS	1518	iolT			Major myo-inositol transporter IolT
HFFIBJOL_04398	CDS	864				hypothetical protein
HFFIBJOL_04399	CDS	1020	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HFFIBJOL_04400	CDS	921	iolE	4.2.1.44	COG1082	Inosose dehydratase
HFFIBJOL_04401	CDS	1056	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
HFFIBJOL_04402	CDS	894				hypothetical protein
HFFIBJOL_04403	CDS	912	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
HFFIBJOL_04404	CDS	1911	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
HFFIBJOL_04405	CDS	1494	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
HFFIBJOL_04406	CDS	480				hypothetical protein
HFFIBJOL_04407	CDS	1230				hypothetical protein
HFFIBJOL_04408	CDS	2856	btuD_22	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFFIBJOL_04409	CDS	921				hypothetical protein
HFFIBJOL_04410	CDS	540				hypothetical protein
HFFIBJOL_04411	CDS	489				hypothetical protein
HFFIBJOL_04412	CDS	1023				hypothetical protein
HFFIBJOL_04413	CDS	2130				hypothetical protein
HFFIBJOL_04414	CDS	1080	mreB_1		COG1077	Cell shape-determining protein MreB
HFFIBJOL_04415	CDS	480				hypothetical protein
HFFIBJOL_04416	CDS	207				hypothetical protein
HFFIBJOL_04417	CDS	480		1.14.99.53		Lytic chitin monooxygenase
HFFIBJOL_04418	CDS	801				hypothetical protein
HFFIBJOL_04419	CDS	651				hypothetical protein
HFFIBJOL_04420	CDS	1044				hypothetical protein
HFFIBJOL_04421	CDS	2067				hypothetical protein
HFFIBJOL_04422	CDS	612				hypothetical protein
HFFIBJOL_04423	CDS	873				hypothetical protein
HFFIBJOL_04424	CDS	1311			COG0654	putative protein
HFFIBJOL_04425	CDS	414				hypothetical protein
HFFIBJOL_04426	CDS	1962				hypothetical protein
HFFIBJOL_04427	CDS	408			COG2018	Serine protease inhibitor
HFFIBJOL_04428	CDS	363				hypothetical protein
HFFIBJOL_04429	CDS	624				hypothetical protein
HFFIBJOL_04430	CDS	210	mbtH_3		COG3251	Protein MbtH
HFFIBJOL_04431	CDS	1242				hypothetical protein
HFFIBJOL_04432	CDS	603				hypothetical protein
HFFIBJOL_04433	tRNA	74				tRNA-Arg(tct)
HFFIBJOL_04434	CDS	1917				hypothetical protein
HFFIBJOL_04435	CDS	2295				hypothetical protein
HFFIBJOL_04436	CDS	723				Single-stranded DNA-binding protein
HFFIBJOL_04437	CDS	1407				hypothetical protein
HFFIBJOL_04438	CDS	1665	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
HFFIBJOL_04439	CDS	411				hypothetical protein
HFFIBJOL_04440	CDS	741				hypothetical protein
HFFIBJOL_04441	CDS	405	glbO		COG2346	Group 2 truncated hemoglobin GlbO
HFFIBJOL_04442	CDS	1041	pcm_8	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFFIBJOL_04443	CDS	1488				hypothetical protein
HFFIBJOL_04444	CDS	1383				hypothetical protein
HFFIBJOL_04445	CDS	1767				hypothetical protein
HFFIBJOL_04446	CDS	2904	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
HFFIBJOL_04447	CDS	1344				hypothetical protein
HFFIBJOL_04448	CDS	1017				hypothetical protein
HFFIBJOL_04449	CDS	1479				hypothetical protein
HFFIBJOL_04450	CDS	981	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
HFFIBJOL_04451	CDS	1314	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
HFFIBJOL_04452	CDS	909	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
HFFIBJOL_04453	CDS	990	lacF_2			Lactose transport system permease protein LacF
HFFIBJOL_04454	CDS	1341				hypothetical protein
HFFIBJOL_04455	CDS	1194	nagC_3		COG1940	N-acetylglucosamine repressor
HFFIBJOL_04456	CDS	432				hypothetical protein
HFFIBJOL_04457	CDS	888				hypothetical protein
HFFIBJOL_04458	CDS	198				hypothetical protein
HFFIBJOL_04459	CDS	633				hypothetical protein
HFFIBJOL_04460	CDS	318				hypothetical protein
HFFIBJOL_04461	CDS	2115	paoC_2	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
HFFIBJOL_04462	CDS	1017	paoB_2	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
HFFIBJOL_04463	CDS	534	paoA_2	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
HFFIBJOL_04464	CDS	1839				hypothetical protein
HFFIBJOL_04465	CDS	462				hypothetical protein
HFFIBJOL_04466	CDS	390				hypothetical protein
HFFIBJOL_04467	CDS	591				hypothetical protein
HFFIBJOL_04468	CDS	504				hypothetical protein
HFFIBJOL_04469	CDS	1071				hypothetical protein
HFFIBJOL_04470	CDS	537				hypothetical protein
HFFIBJOL_04471	CDS	3390				hypothetical protein
HFFIBJOL_04472	CDS	318				hypothetical protein
HFFIBJOL_04473	CDS	2100	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
HFFIBJOL_04474	CDS	1692				hypothetical protein
HFFIBJOL_04475	CDS	270				hypothetical protein
HFFIBJOL_04476	CDS	975	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
HFFIBJOL_04477	CDS	975	hdfR_2			HTH-type transcriptional regulator HdfR
HFFIBJOL_04478	CDS	1158	alc	3.5.3.4		allantoicase
HFFIBJOL_04479	CDS	2577	pepN_3	3.4.11.2		Aminopeptidase N
HFFIBJOL_04480	CDS	600				hypothetical protein
HFFIBJOL_04481	CDS	237	mazE9			Antitoxin MazE9
