locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_04770	CDS	2049	fruA		COG1299	PTS system fructose-specific EIIABC component
FGFFFLIJ_04771	CDS	1257	ldtB_5	2.3.2.-	COG1376	L,D-transpeptidase 2
FGFFFLIJ_04772	CDS	1209	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
FGFFFLIJ_04773	CDS	285				hypothetical protein
FGFFFLIJ_04774	CDS	612				hypothetical protein
FGFFFLIJ_04775	CDS	1167		3.4.11.-	COG3191	putative aminopeptidase
FGFFFLIJ_04776	CDS	813				hypothetical protein
FGFFFLIJ_04777	CDS	1152				hypothetical protein
FGFFFLIJ_04778	CDS	1254		3.5.1.47		N-acetyldiaminopimelate deacetylase
FGFFFLIJ_04779	CDS	237				hypothetical protein
FGFFFLIJ_04780	CDS	867				hypothetical protein
FGFFFLIJ_04781	CDS	1149				hypothetical protein
FGFFFLIJ_04782	CDS	1206				hypothetical protein
FGFFFLIJ_04783	CDS	822				hypothetical protein
FGFFFLIJ_04784	CDS	786	phnF_1		COG2188	HTH-type transcriptional repressor PhnF
FGFFFLIJ_04785	CDS	1428	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
FGFFFLIJ_04786	CDS	1410	mdtD_7			Putative multidrug resistance protein MdtD
FGFFFLIJ_04787	CDS	540	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FGFFFLIJ_04788	CDS	786				hypothetical protein
FGFFFLIJ_04789	CDS	447				hypothetical protein
FGFFFLIJ_04790	CDS	711	inhA_3	4.2.1.103		Isonitrile hydratase
FGFFFLIJ_04791	CDS	507	mscL		COG1970	Large-conductance mechanosensitive channel
FGFFFLIJ_04792	CDS	834	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
FGFFFLIJ_04793	CDS	228				hypothetical protein
FGFFFLIJ_04794	CDS	1341				hypothetical protein
FGFFFLIJ_04795	CDS	1572	nhaP			K(+)/H(+) antiporter NhaP
FGFFFLIJ_04796	CDS	2862				hypothetical protein
FGFFFLIJ_04797	CDS	594		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
FGFFFLIJ_04798	CDS	960	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FGFFFLIJ_04799	tRNA	80				tRNA-Gly(gcc)
FGFFFLIJ_04800	CDS	483	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
FGFFFLIJ_04801	CDS	879				hypothetical protein
FGFFFLIJ_04802	CDS	438				hypothetical protein
FGFFFLIJ_04803	CDS	1206				hypothetical protein
FGFFFLIJ_04804	tRNA	74				tRNA-Ala(cgc)
FGFFFLIJ_04805	CDS	789				hypothetical protein
FGFFFLIJ_04806	CDS	534				hypothetical protein
FGFFFLIJ_04807	CDS	1194	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
FGFFFLIJ_04808	CDS	1431				hypothetical protein
FGFFFLIJ_04809	CDS	1272				hypothetical protein
FGFFFLIJ_04810	CDS	936	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
FGFFFLIJ_04811	CDS	1356				hypothetical protein
FGFFFLIJ_04812	CDS	432				hypothetical protein
FGFFFLIJ_04813	CDS	3066				hypothetical protein
FGFFFLIJ_04814	CDS	1248	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
FGFFFLIJ_04815	CDS	846	tipA_4			HTH-type transcriptional activator TipA
FGFFFLIJ_04816	CDS	474				hypothetical protein
FGFFFLIJ_04817	CDS	1362	cseC_3	2.7.13.3	COG0642	Sensor protein CseC
FGFFFLIJ_04818	CDS	504				hypothetical protein
FGFFFLIJ_04819	CDS	537				hypothetical protein
FGFFFLIJ_04820	CDS	321				hypothetical protein
FGFFFLIJ_04821	CDS	804	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
FGFFFLIJ_04822	CDS	348				hypothetical protein
FGFFFLIJ_04823	CDS	144				hypothetical protein
FGFFFLIJ_04824	CDS	654				hypothetical protein
FGFFFLIJ_04825	CDS	765			COG3039	IS5 family transposase IS493
FGFFFLIJ_04826	CDS	534				hypothetical protein
FGFFFLIJ_04827	CDS	465				hypothetical protein
FGFFFLIJ_04828	CDS	282				hypothetical protein
FGFFFLIJ_04829	CDS	219				hypothetical protein
FGFFFLIJ_04830	CDS	828				hypothetical protein
FGFFFLIJ_04831	CDS	195				hypothetical protein
FGFFFLIJ_04832	CDS	282				hypothetical protein
FGFFFLIJ_04833	CDS	1179	pcm_10	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
FGFFFLIJ_04834	CDS	759				hypothetical protein
FGFFFLIJ_04835	CDS	402				hypothetical protein
FGFFFLIJ_04836	CDS	264				hypothetical protein
FGFFFLIJ_04837	CDS	558	yecD_2	3.-.-.-	COG1335	Isochorismatase family protein YecD
FGFFFLIJ_04838	CDS	921				hypothetical protein
FGFFFLIJ_04839	CDS	1527		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
FGFFFLIJ_04840	CDS	981	rutD_5	3.5.1.-		Putative aminoacrylate hydrolase RutD
FGFFFLIJ_04841	CDS	882	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FGFFFLIJ_04842	CDS	195				hypothetical protein
FGFFFLIJ_04843	CDS	609				hypothetical protein
FGFFFLIJ_04844	CDS	3366	tri1	3.4.21.-	COG0793	Tricorn protease 
FGFFFLIJ_04845	CDS	573				putative HTH-type transcriptional regulator
FGFFFLIJ_04846	CDS	2211	ydfJ_3		COG2409	Membrane protein YdfJ
FGFFFLIJ_04847	CDS	1200				hypothetical protein
FGFFFLIJ_04848	CDS	2043	mdtD_8			Putative multidrug resistance protein MdtD
FGFFFLIJ_04849	CDS	1146	cbiM			Cobalt transport protein CbiM
FGFFFLIJ_04850	CDS	762	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
FGFFFLIJ_04851	CDS	831	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
FGFFFLIJ_04852	CDS	1206				hypothetical protein
FGFFFLIJ_04853	CDS	162				hypothetical protein
FGFFFLIJ_04854	CDS	816	linX	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
FGFFFLIJ_04855	CDS	849				hypothetical protein
FGFFFLIJ_04856	CDS	1653	mrdA_1	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
FGFFFLIJ_04857	CDS	348				hypothetical protein
FGFFFLIJ_04858	CDS	1725	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
FGFFFLIJ_04859	CDS	870	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
FGFFFLIJ_04860	CDS	480				hypothetical protein
FGFFFLIJ_04861	CDS	876	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
FGFFFLIJ_04862	CDS	1677				hypothetical protein
FGFFFLIJ_04863	CDS	891	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FGFFFLIJ_04864	CDS	906	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FGFFFLIJ_04865	CDS	705				hypothetical protein
FGFFFLIJ_04866	CDS	1800	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
FGFFFLIJ_04867	CDS	717	lnrK_7		COG2197	Transcriptional regulatory protein LnrK
FGFFFLIJ_04868	CDS	297				hypothetical protein
FGFFFLIJ_04869	CDS	1671				hypothetical protein
FGFFFLIJ_04870	CDS	1044	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
FGFFFLIJ_04871	CDS	972	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FGFFFLIJ_04872	CDS	1233	galK	2.7.1.6	COG0153	Galactokinase
FGFFFLIJ_04873	CDS	780	degU_8		COG2197	Transcriptional regulatory protein DegU
FGFFFLIJ_04874	CDS	2085	bgaB	3.2.1.23		Beta-galactosidase bgaB
FGFFFLIJ_04875	CDS	906	cpnA_2	1.1.1.163		Cyclopentanol dehydrogenase
FGFFFLIJ_04876	CDS	498				hypothetical protein
FGFFFLIJ_04877	CDS	819	tam_7	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
FGFFFLIJ_04878	CDS	369				hypothetical protein
FGFFFLIJ_04879	CDS	687				hypothetical protein
FGFFFLIJ_04880	CDS	1014				hypothetical protein
FGFFFLIJ_04881	CDS	2775	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
FGFFFLIJ_04882	CDS	600				hypothetical protein
FGFFFLIJ_04883	CDS	549				hypothetical protein
FGFFFLIJ_04884	CDS	594	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FGFFFLIJ_04885	CDS	585	rplY		COG1825	50S ribosomal protein L25
FGFFFLIJ_04886	CDS	975	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FGFFFLIJ_04887	CDS	1458	glmU		COG1207	Bifunctional protein GlmU
FGFFFLIJ_04888	tRNA	74				tRNA-Gln(ttg)
FGFFFLIJ_04889	CDS	864				hypothetical protein
FGFFFLIJ_04890	CDS	1413				hypothetical protein
FGFFFLIJ_04891	CDS	585				hypothetical protein
FGFFFLIJ_04892	CDS	513				hypothetical protein
FGFFFLIJ_04893	CDS	1008				hypothetical protein
FGFFFLIJ_04894	CDS	2736				hypothetical protein
FGFFFLIJ_04895	CDS	960	lcpB		COG1316	putative cell wall biosynthesis protein LcpB
FGFFFLIJ_04896	CDS	1155				hypothetical protein
FGFFFLIJ_04897	CDS	1512	bmr3_3			Multidrug resistance protein 3
FGFFFLIJ_04898	CDS	3537	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
FGFFFLIJ_04899	CDS	357				hypothetical protein
FGFFFLIJ_04900	CDS	519				hypothetical protein
FGFFFLIJ_04901	CDS	570		2.7.1.-		Chloramphenicol 3-O phosphotransferase
FGFFFLIJ_04902	CDS	1464				hypothetical protein
FGFFFLIJ_04903	CDS	765				hypothetical protein
FGFFFLIJ_04904	CDS	648				hypothetical protein
FGFFFLIJ_04905	CDS	1062				hypothetical protein
FGFFFLIJ_04906	CDS	1362				putative transporter
FGFFFLIJ_04907	CDS	915	gltC_5			HTH-type transcriptional regulator GltC
FGFFFLIJ_04908	CDS	351				hypothetical protein
FGFFFLIJ_04909	CDS	1344		1.14.-.-	COG2124	Cytochrome P450 107B1
FGFFFLIJ_04910	CDS	987				hypothetical protein
FGFFFLIJ_04911	CDS	693				hypothetical protein
FGFFFLIJ_04912	CDS	1290	eno_2	4.2.1.11	COG0148	Enolase
FGFFFLIJ_04913	CDS	450				hypothetical protein
FGFFFLIJ_04914	CDS	558				hypothetical protein
FGFFFLIJ_04915	CDS	945	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
FGFFFLIJ_04916	CDS	1404		1.6.99.-	COG1252	NADH dehydrogenase-like protein
FGFFFLIJ_04917	CDS	1311		2.1.1.-	COG2230	putative fatty acid methyltransferase
FGFFFLIJ_04918	CDS	2541				hypothetical protein
FGFFFLIJ_04919	CDS	780			COG1136	putative ABC transporter ATP-binding protein
FGFFFLIJ_04920	tRNA	83				tRNA-Leu(taa)
FGFFFLIJ_04921	CDS	489				hypothetical protein
FGFFFLIJ_04922	CDS	291				hypothetical protein
FGFFFLIJ_04923	CDS	402	rdlA_1			Rodlin protein RdlA
FGFFFLIJ_04924	CDS	192	chpD_2			Chaplin-D
FGFFFLIJ_04925	CDS	309				hypothetical protein
FGFFFLIJ_04926	CDS	402	rdlB			Rodlin protein RdlB
FGFFFLIJ_04927	CDS	147				hypothetical protein
FGFFFLIJ_04928	CDS	399	rdlA_2			Rodlin protein RdlA
FGFFFLIJ_04929	CDS	861				hypothetical protein
FGFFFLIJ_04930	CDS	228				hypothetical protein
FGFFFLIJ_04931	CDS	306				hypothetical protein
FGFFFLIJ_04932	CDS	909				hypothetical protein
FGFFFLIJ_04933	CDS	1221	fadA_5	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
FGFFFLIJ_04934	CDS	1032				hypothetical protein
FGFFFLIJ_04935	CDS	1581	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
FGFFFLIJ_04936	CDS	426				hypothetical protein
FGFFFLIJ_04937	CDS	1443				hypothetical protein
FGFFFLIJ_04938	CDS	588				hypothetical protein
FGFFFLIJ_04939	CDS	897				hypothetical protein
FGFFFLIJ_04940	CDS	1017	rbsR_1		COG1609	Ribose operon repressor
FGFFFLIJ_04941	CDS	462				hypothetical protein
FGFFFLIJ_04942	CDS	732				hypothetical protein
FGFFFLIJ_04943	CDS	1548	tap_5	3.4.14.-		Tripeptidyl aminopeptidase
FGFFFLIJ_04944	CDS	192				hypothetical protein
FGFFFLIJ_04945	CDS	150				hypothetical protein
FGFFFLIJ_04946	CDS	921				hypothetical protein
FGFFFLIJ_04947	CDS	582				hypothetical protein
FGFFFLIJ_04948	CDS	1353	yhdG_4		COG0531	putative amino acid permease YhdG
FGFFFLIJ_04949	CDS	1368	lysA_3	4.1.1.20		Diaminopimelate decarboxylase
FGFFFLIJ_04950	CDS	1269	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
FGFFFLIJ_04951	CDS	1872		1.18.1.2		Ferredoxin--NADP reductase
FGFFFLIJ_04952	CDS	948	dapAL	4.-.-.-		putative DapA-like lyase
FGFFFLIJ_04953	CDS	1041		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase
FGFFFLIJ_04954	CDS	588				hypothetical protein
FGFFFLIJ_04955	CDS	1659	hutU	4.2.1.49	COG2987	Urocanate hydratase
FGFFFLIJ_04956	CDS	1575				hypothetical protein
FGFFFLIJ_04957	CDS	1407		3.5.4.32	COG0402	8-oxoguanine deaminase
FGFFFLIJ_04958	CDS	1209	hutI_2	3.5.2.7	COG1228	Imidazolonepropionase
FGFFFLIJ_04959	CDS	435				hypothetical protein
FGFFFLIJ_04960	CDS	648	degU_9		COG2197	Transcriptional regulatory protein DegU
FGFFFLIJ_04961	CDS	1188				hypothetical protein
FGFFFLIJ_04962	CDS	720				hypothetical protein
FGFFFLIJ_04963	CDS	1008	fliA			RNA polymerase sigma factor FliA
FGFFFLIJ_04964	CDS	369	rsbV_3		COG1366	Anti-sigma-B factor antagonist
FGFFFLIJ_04965	CDS	498				hypothetical protein
FGFFFLIJ_04966	CDS	786				hypothetical protein
FGFFFLIJ_04967	CDS	945				hypothetical protein
FGFFFLIJ_04968	CDS	1161				hypothetical protein
FGFFFLIJ_04969	CDS	1359				hypothetical protein
FGFFFLIJ_04970	CDS	1527	dtpT		COG3104	Di-/tripeptide transporter
FGFFFLIJ_04971	CDS	681	regX3_2		COG0745	Sensory transduction protein regX3
FGFFFLIJ_04972	CDS	1251	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
FGFFFLIJ_04973	CDS	543				hypothetical protein
FGFFFLIJ_04974	CDS	438				hypothetical protein
FGFFFLIJ_04975	CDS	1140	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
FGFFFLIJ_04976	CDS	537	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FGFFFLIJ_04977	CDS	1197				hypothetical protein
FGFFFLIJ_04978	CDS	1017				IS1182 family transposase ISSdi1
FGFFFLIJ_04979	CDS	726				IS1182 family transposase ISSdi1
FGFFFLIJ_04980	CDS	1341	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FGFFFLIJ_04981	CDS	1122		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
FGFFFLIJ_04982	CDS	315				hypothetical protein
FGFFFLIJ_04983	CDS	834				hypothetical protein
FGFFFLIJ_04984	CDS	522				hypothetical protein
FGFFFLIJ_04985	CDS	207				hypothetical protein
FGFFFLIJ_04986	CDS	1323	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
FGFFFLIJ_04987	CDS	552				hypothetical protein
FGFFFLIJ_04988	CDS	696				hypothetical protein
FGFFFLIJ_04989	CDS	1452	lcpA_4		COG1316	Cell wall biosynthesis protein LcpA
FGFFFLIJ_04990	CDS	1062				hypothetical protein
FGFFFLIJ_04991	CDS	1431	jefA_3			Drug efflux pump JefA
FGFFFLIJ_04992	CDS	1107				hypothetical protein
FGFFFLIJ_04993	CDS	1983	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
FGFFFLIJ_04994	CDS	1791	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
FGFFFLIJ_04995	CDS	1287	tagU_5	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
FGFFFLIJ_04996	CDS	753				hypothetical protein
FGFFFLIJ_04997	CDS	1410				hypothetical protein
FGFFFLIJ_04998	CDS	1083	cugP_4	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FGFFFLIJ_04999	CDS	915				hypothetical protein
FGFFFLIJ_05000	CDS	1356	fbiB_1		COG0778	Bifunctional F420 biosynthesis protein FbiB
FGFFFLIJ_05001	CDS	957	fbiA	2.7.8.28	COG0391	Phosphoenolpyruvate transferase
FGFFFLIJ_05002	CDS	498				hypothetical protein
FGFFFLIJ_05003	CDS	264	whiB_5			Transcriptional regulator WhiB
FGFFFLIJ_05004	CDS	3861				hypothetical protein
FGFFFLIJ_05005	CDS	1548				hypothetical protein
FGFFFLIJ_05006	CDS	774				hypothetical protein
FGFFFLIJ_05007	CDS	309				hypothetical protein
FGFFFLIJ_05008	CDS	1617	lutP		COG1620	L-lactate permease
FGFFFLIJ_05009	CDS	1359	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
FGFFFLIJ_05010	CDS	183				hypothetical protein
FGFFFLIJ_05011	CDS	1143				hypothetical protein
FGFFFLIJ_05012	CDS	1230	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
FGFFFLIJ_05013	CDS	960	mamB			Magnetosome protein MamB
FGFFFLIJ_05014	CDS	2529				hypothetical protein
FGFFFLIJ_05015	CDS	1458	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
FGFFFLIJ_05016	CDS	615				hypothetical protein
FGFFFLIJ_05017	CDS	1125				hypothetical protein
FGFFFLIJ_05018	CDS	1008				hypothetical protein
FGFFFLIJ_05019	rRNA	1524				16S ribosomal RNA
FGFFFLIJ_05020	rRNA	3116				23S ribosomal RNA
FGFFFLIJ_05021	rRNA	111				5S ribosomal RNA
FGFFFLIJ_05022	CDS	1311				hypothetical protein
FGFFFLIJ_05023	CDS	966				hypothetical protein
FGFFFLIJ_05024	CDS	1227				putative membrane protein
FGFFFLIJ_05025	CDS	681				hypothetical protein
FGFFFLIJ_05026	CDS	1452				hypothetical protein
FGFFFLIJ_05027	CDS	1173	drdI	5.3.1.-		5-deoxyribose 1-phosphate isomerase
FGFFFLIJ_05028	CDS	678	mtrA		COG0745	DNA-binding response regulator MtrA
FGFFFLIJ_05029	CDS	2340	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
FGFFFLIJ_05030	CDS	1977	lpqB			Lipoprotein LpqB
FGFFFLIJ_05031	CDS	324				hypothetical protein
FGFFFLIJ_05032	CDS	693	hpf		COG1544	Ribosome hibernation promotion factor
FGFFFLIJ_05033	CDS	756	degU_10		COG2197	Transcriptional regulatory protein DegU
FGFFFLIJ_05034	CDS	1212				hypothetical protein
FGFFFLIJ_05035	CDS	2829	secA			Protein translocase subunit SecA
FGFFFLIJ_05036	CDS	522				hypothetical protein
FGFFFLIJ_05037	CDS	507				hypothetical protein
FGFFFLIJ_05038	CDS	693	gph_9	3.1.3.18		Phosphoglycolate phosphatase
FGFFFLIJ_05039	CDS	567	yraA_2	3.2.-.-	COG0693	Putative cysteine protease YraA
FGFFFLIJ_05040	CDS	4977	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
FGFFFLIJ_05041	CDS	840	btuD_22	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGFFFLIJ_05042	CDS	936				hypothetical protein
FGFFFLIJ_05043	CDS	624				hypothetical protein
FGFFFLIJ_05044	CDS	2232				hypothetical protein
FGFFFLIJ_05045	CDS	579				hypothetical protein
FGFFFLIJ_05046	CDS	972	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
FGFFFLIJ_05047	CDS	2865				hypothetical protein
FGFFFLIJ_05048	CDS	2967	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FGFFFLIJ_05049	CDS	1155	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
FGFFFLIJ_05050	CDS	1089				hypothetical protein
FGFFFLIJ_05051	CDS	978	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FGFFFLIJ_05052	CDS	1647				hypothetical protein
FGFFFLIJ_05053	CDS	2301				hypothetical protein
FGFFFLIJ_05054	CDS	969				hypothetical protein
FGFFFLIJ_05055	CDS	882	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
FGFFFLIJ_05056	CDS	1353				hypothetical protein
FGFFFLIJ_05057	CDS	1437				hypothetical protein
FGFFFLIJ_05058	CDS	3411				hypothetical protein
FGFFFLIJ_05059	CDS	1749	pknD_10	2.7.11.1		Serine/threonine-protein kinase PknD
FGFFFLIJ_05060	CDS	1341	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
FGFFFLIJ_05061	CDS	1146	prfB		COG1186	Peptide chain release factor 2
FGFFFLIJ_05062	CDS	912				hypothetical protein
FGFFFLIJ_05063	CDS	189				hypothetical protein
FGFFFLIJ_05064	CDS	690	ftsE		COG2884	Cell division ATP-binding protein FtsE
FGFFFLIJ_05065	CDS	912	ftsX		COG2177	Cell division protein FtsX
FGFFFLIJ_05066	CDS	1200				hypothetical protein
FGFFFLIJ_05067	CDS	510	smpB		COG0691	SsrA-binding protein
FGFFFLIJ_05068	tmRNA	368	ssrA			transfer-messenger RNA, SsrA
FGFFFLIJ_05069	CDS	1296				hypothetical protein
FGFFFLIJ_05070	CDS	978	benM_6			HTH-type transcriptional regulator BenM
FGFFFLIJ_05071	CDS	525				hypothetical protein
FGFFFLIJ_05072	CDS	411				hypothetical protein
FGFFFLIJ_05073	CDS	258				hypothetical protein
FGFFFLIJ_05074	CDS	1878				hypothetical protein
FGFFFLIJ_05075	CDS	144				hypothetical protein
FGFFFLIJ_05076	CDS	1401	narK		COG2223	Nitrate/nitrite transporter NarK
FGFFFLIJ_05077	CDS	1233				hypothetical protein
FGFFFLIJ_05078	CDS	777				hypothetical protein
FGFFFLIJ_05079	CDS	636				hypothetical protein
FGFFFLIJ_05080	CDS	90				hypothetical protein
FGFFFLIJ_05081	CDS	540	sigL_2		COG1595	ECF RNA polymerase sigma factor SigL
FGFFFLIJ_05082	CDS	741				hypothetical protein
FGFFFLIJ_05083	CDS	2424				hypothetical protein
FGFFFLIJ_05084	CDS	1434		1.1.1.38		NAD-dependent malic enzyme
FGFFFLIJ_05085	CDS	282	hup		COG0776	DNA-binding protein HU
FGFFFLIJ_05086	CDS	1347	murAA_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
FGFFFLIJ_05087	CDS	591				hypothetical protein
FGFFFLIJ_05088	CDS	921				hypothetical protein
FGFFFLIJ_05089	CDS	120				hypothetical protein
FGFFFLIJ_05090	CDS	225				hypothetical protein
FGFFFLIJ_05091	CDS	1182	pbuE_3		COG2814	Purine efflux pump PbuE
FGFFFLIJ_05092	CDS	294				hypothetical protein
FGFFFLIJ_05093	CDS	426	sti_2			subtilase-type protease inhibitor
FGFFFLIJ_05094	CDS	1299	dasA_2		COG1653	Diacetylchitobiose binding protein DasA
FGFFFLIJ_05095	CDS	960	dasB_2		COG1175	Diacetylchitobiose uptake system permease protein DasB
FGFFFLIJ_05096	CDS	891	dasC_3		COG0395	Diacetylchitobiose uptake system permease protein DasC
FGFFFLIJ_05097	CDS	1674	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
FGFFFLIJ_05098	CDS	864				hypothetical protein
FGFFFLIJ_05099	CDS	2157				hypothetical protein
FGFFFLIJ_05100	CDS	2319	pucD_2	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
FGFFFLIJ_05101	CDS	699				55.5 kDa and 49.5 kDa sporulation proteins
FGFFFLIJ_05102	CDS	213				hypothetical protein
FGFFFLIJ_05103	tRNA	73				tRNA-Cys(gca)
FGFFFLIJ_05104	CDS	603	cheB_5	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
FGFFFLIJ_05105	CDS	1554				hypothetical protein
FGFFFLIJ_05106	CDS	1797				hypothetical protein
FGFFFLIJ_05107	CDS	642				hypothetical protein
FGFFFLIJ_05108	CDS	780				hypothetical protein
FGFFFLIJ_05109	CDS	999	osmX		COG1732	Osmoprotectant-binding protein OsmX
FGFFFLIJ_05110	CDS	903				hypothetical protein
FGFFFLIJ_05111	CDS	1254	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
FGFFFLIJ_05112	CDS	648	opuBB_3		COG1174	Choline transport system permease protein OpuBB
FGFFFLIJ_05113	CDS	468	asnC_3		COG1522	Regulatory protein AsnC
FGFFFLIJ_05114	CDS	1146	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
FGFFFLIJ_05115	CDS	1365		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FGFFFLIJ_05116	CDS	294				hypothetical protein
FGFFFLIJ_05117	CDS	1452	lpd_2	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
FGFFFLIJ_05118	CDS	411				hypothetical protein
FGFFFLIJ_05119	CDS	477	ssgB_4			Sporulation-specific cell division protein SsgB
FGFFFLIJ_05120	CDS	1512				hypothetical protein
FGFFFLIJ_05121	CDS	795				hypothetical protein
FGFFFLIJ_05122	CDS	321				hypothetical protein
FGFFFLIJ_05123	CDS	2400	prtV	3.4.24.-		Pre-pro-metalloprotease PrtV
FGFFFLIJ_05124	CDS	306				hypothetical protein
FGFFFLIJ_05125	CDS	597	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
FGFFFLIJ_05126	CDS	1329	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
FGFFFLIJ_05127	CDS	360	clpS			ATP-dependent Clp protease adapter protein ClpS
FGFFFLIJ_05128	CDS	609				hypothetical protein
FGFFFLIJ_05129	CDS	1476	cycA		COG1113	D-serine/D-alanine/glycine transporter
FGFFFLIJ_05130	CDS	423	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
FGFFFLIJ_05131	CDS	993	btuF_1			Vitamin B12-binding protein
FGFFFLIJ_05132	CDS	1047	hmuU		COG0609	Hemin transport system permease protein HmuU
FGFFFLIJ_05133	CDS	834	fecE_2		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
FGFFFLIJ_05134	CDS	843				hypothetical protein
FGFFFLIJ_05135	CDS	306	cysO_2		COG1977	Sulfur carrier protein CysO
FGFFFLIJ_05136	CDS	951	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
FGFFFLIJ_05137	CDS	753			COG1234	putative protein
FGFFFLIJ_05138	CDS	1269	nagE2_1		COG1263	PTS system N-acetylglucosamine-specific EIIC component
FGFFFLIJ_05139	CDS	1311	nagE2_2		COG1263	PTS system N-acetylglucosamine-specific EIIC component
